Date,Meal,Entry,Food,Food Score,calories (kcal),carbs (g),fat (g),protein (g),sodium (mg),sugar (g)
3/19/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
3/19/2018,Snacks,"Kirlands - unsalted mixed nuts, 0.25 cup",Nuts,Healthy,190,7,16,5,0,2
3/19/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/19/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/19/2018,Snacks,"Simply Nature - Kale Chips, lemon and olive oil, 1.5 oz",Kale Chips,Healthy,195,27,9,2,585,2
3/19/2018,Dessert,"Pas - Black and White Cookie, 1.5 oz",Cookies,Unhealthy,170,30,5,2,120,20
3/19/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/20/2018,Breakfast,"Aaron's - Whole Wheat Banana Pancakes, 2 pancake",Banana Pancakes,Unhealthy,248,41,6,8,118,7
3/20/2018,Breakfast,"Syrup, maple, Canadian, 12 milliliter",Maple Syrup,Unhealthy,43,11,0,0,1,10
3/20/2018,Breakfast,"Lucerine - Canned Whipped Cream, 8 Tbs",Whipped Cream,Unhealthy,80,4,8,0,0,4
3/20/2018,Lunch,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
3/20/2018,Lunch,"Primal Kitchen - Avocado Oil Mayo, 0.9 tablespoon",Mayo,Unhealthy,90,0,11,0,113,0
3/20/2018,Dessert,"Stonyfield Organic - Smoothie, Strawberry Banana, 1 Bottle",Smoothie,Healthy,110,18,2,6,85,15
3/20/2018,Dinner,"Beef - Mongolian Beef, 16 ounce",Beef,Neutral,953,28,100,177,386,28
3/20/2018,Dinner,"Fish - Fish, 9 OZ",Fish,Healthy,450,0,0,0,0,0
3/20/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/20/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/20/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.75 cup",Whole Milk,Neutral,110,8,6,6,73,10
3/20/2018,Dessert,"Pas - Black and White Cookie, 0.75 oz",Cookies,Unhealthy,85,15,3,1,60,10
3/20/2018,Snacks,"Gfs - Spanakopita, 2.25 pieces",Spanakopita,Unhealthy,128,13,8,2,135,1
3/20/2018,Snacks,"hummus - Hummus, 3 tbsp",Hummus,Healthy,105,6,8,3,195,2
3/20/2018,Snacks,"Crackers - Crackers, 16 crackers",Crackers,Neutral,260,14,10,8,400,4
3/20/2018,Snacks,"Energy Ball, 1 serving(s)",Energy Ball,Healthy,241,25,8,4,0,13
3/20/2018,Drinks,"Wine - Table, red, 1.5 glass (3.5 fl oz)",Red Wine,Unhealthy,111,3,0,0,8,0
3/20/2018,Dessert,"Pas - Black and White Cookie, 1.5 oz",Cookies,Unhealthy,170,30,5,2,120,20
3/21/2018,Breakfast,"Energy Ball, 1 serving(s)",Energy Ball,Healthy,482,51,17,8,0,26
3/21/2018,Lunch,"Nasogastric - Veggie dumping s, 1.75 dumplings",Dumplings,Unhealthy,65,10,2,3,0,0
3/21/2018,Lunch,"Chinese - Lo Mein, 0.5 cup",Lo Mein,Unhealthy,155,18,6,7,246,1
3/21/2018,Dinner,"Tofu Steak - Bbq Grilled, 3 oz",Tofu,Healthy,130,3,7,14,15,0
3/21/2018,Dinner,"Warrens - House Fries (Small), 3.5 oz",French Fries,Unhealthy,240,20,10,2,1,1
3/21/2018,Snacks,"Wonderful - Pastachios, 0.63 cup",Nuts,Healthy,188,10,16,8,169,3
3/21/2018,Snacks,"Tortillas - Chips, 18 chips",Tortilla Chips,Unhealthy,280,38,14,4,0,0
3/21/2018,Snacks,"Guac - Guac, 1 pack",Guacamole,Healthy,100,5,9,1,0,0
3/21/2018,Dessert,"Pas - Black and White Cookie, 1.5 oz",Cookies,Unhealthy,170,30,5,2,120,20
3/21/2018,Dessert,"Strawberries, raw, 1.6 cup, halves",Strawberries,Healthy,78,19,1,2,2,12
3/21/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.75 cup",Whole Milk,Neutral,110,8,6,6,73,10
3/22/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/22/2018,Breakfast,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/22/2018,Breakfast,"Shredded hash browns - Shredded Hash Browns, 1 cup",Hash Browns,Unhealthy,70,16,0,1,0,0
3/22/2018,Lunch,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
3/22/2018,Lunch,"Primal Kitchen - Avocado Oil Mayo, 0.9 tablespoon",Mayo,Unhealthy,90,0,11,0,113,0
3/22/2018,Dinner,"Oliviera - Tortillini, 1.73 cup",Tortillini,Unhealthy,621,115,8,23,"1,242",9
3/22/2018,Dinner,"Homemade - Quick Tomato Sauce, 1 cup",Tomato Sauce,Neutral,120,12,5,4,88,8
3/22/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
3/22/2018,Snacks,"Kirlands - unsalted mixed nuts, 0.5 cup",Nuts,Healthy,380,14,32,10,0,4
3/22/2018,Snacks,"Pringles - Sour Cream & Onion (1.41oz), 1 can",Potato Chips,Unhealthy,210,23,12,2,230,1
3/22/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/22/2018,Snacks,"Milk - Whole, 3.25% milkfat, 0.75 cup",Whole Milk,Neutral,110,8,6,6,73,10
3/22/2018,Dessert,"Pas - Black and White Cookie, 1.5 oz",Cookies,Unhealthy,170,30,5,2,120,20
3/23/2018,Breakfast,"Stonyfield Organic - Smoothie, Strawberry Banana, 1 Bottle",Smoothie,Healthy,110,18,2,6,85,15
3/23/2018,Lunch,"Trader Joe's - Paneer Tikki Masala, 255 g (1 tray/9 oz)",Tikka Masala,Unhealthy,430,40,23,14,730,1
3/23/2018,Dinner,"Spps - Chicken Fried Rice, 0.84 cup",Fried Rice,Unhealthy,250,26,8,21,408,0
3/23/2018,Dinner,"Rice - White, glutinous, cooked, 0.5 cup",White Rice,Neutral,84,18,0,2,4,0
3/23/2018,Dinner,"Superior - Red Chili Oil, 0.25 cup(s)",Oil,Unhealthy,520,0,56,0,0,0
3/23/2018,Dinner,"Yanshan - Liangfen jelly, 200 ml",Jelly Noodles,Neutral,76,17,0,0,0,0
3/23/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/23/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/23/2018,Snacks,"Simply Nature - Vanilla Chip Chewy Granola Bar (Corrected 7/15), 1 bar",Granola Bar,Neutral,100,18,3,2,15,8
3/23/2018,Drinks,"Chipotle - Margarita, 24 fl. oz.",Margarita,Unhealthy,460,50,0,0,10,42
3/23/2018,Dessert,"Pas - Black and White Cookie, 0.75 oz",Cookies,Unhealthy,85,15,3,1,60,10
3/24/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/24/2018,Breakfast,"Ketchup - Heinz, 15 milliliter",Ketchup,Unhealthy,20,5,0,0,160,4
3/24/2018,Breakfast,"Boar's Head - Gruyere Cheese, 1 oz",Gruyere Cheese,Unhealthy,110,0,9,7,150,0
3/24/2018,Breakfast,"Warrens - House Fries (Small), 1.75 oz",French Fries,Unhealthy,120,10,5,1,1,0
3/24/2018,Lunch,"Pringles - Barbecue Potato Chips, 15 chips",Potato Chips,Unhealthy,150,16,9,1,140,1
3/24/2018,Lunch,"Chick Fila - Chicken Sandwich, 1 Sandwich",Chicken Sandwich,Neutral,440,41,18,28,"1,390",5
3/24/2018,Lunch,"orzo salad - salad, 1 cup",Salad,Healthy,300,0,0,0,0,0
3/24/2018,Dinner,"Spps - Chicken Fried Rice, 0.84 cup",Fried Rice,Unhealthy,250,26,8,21,408,0
3/24/2018,Dinner,"Egg - Egg, 1 large",Eggs,Healthy,72,0,5,6,71,0
3/24/2018,Dinner,"Pringles - Sour Cream & Onion (1.41oz), 1 can",Potato Chips,Unhealthy,210,23,12,2,230,1
3/24/2018,Dessert,"Trader Joe's - Dried Blueberries, 0.25 cup",Candy,Unhealthy,140,33,0,1,0,14
3/24/2018,Snacks,"hummus - Hummus, 10 tbsp",Hummus,Healthy,350,20,25,10,650,5
3/24/2018,Snacks,"Crackers - Crackers, 24 crackers",Crackers,Neutral,390,21,15,12,600,6
3/25/2018,Breakfast,"Trader Joe's - Organic Oats & Flax Instant Oatmeal, 1 packet",Oatmeal,Healthy,150,29,2,4,130,11
3/25/2018,Lunch,"Chunk Light - Tuna Pack, 1 pouch (2.6oz/74g)",Fish,Healthy,70,0,1,17,300,0
3/25/2018,Lunch,"Primal Kitchen - Avocado Oil Mayo, 0.9 tablespoon",Mayo,Unhealthy,90,0,11,0,113,0
3/25/2018,Lunch,"Pringles - Sour Cream & Onion (1.41oz), 1 can",Potato Chips,Unhealthy,210,23,12,2,230,1
3/25/2018,Dinner,"Zatarain's - Black Beans and Rice, 2 cup cooked",Brown Rice,Healthy,440,94,1,16,"2,380",0
3/25/2018,Dinner,"Guac - Guac, 2 pack",Guacamole,Healthy,200,10,18,2,0,0
3/25/2018,Dinner,"Trader Joes - Soy Chorizo, 71 g",Soy Chorizo,Neutral,160,9,10,11,730,1
3/25/2018,Snacks,"Kirlands - unsalted mixed nuts, 0.5 cup",Nuts,Healthy,380,14,32,10,0,4
3/25/2018,Dessert,"The Bakery - Sugar Cookie, 1 cookie",Cookies,Unhealthy,120,17,5,1,95,7
3/25/2018,Snacks,"Popcorn - Air Popped Popcorn, 3 cup",Popcorn,Neutral,93,19,1,3,3,0
3/26/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
3/26/2018,Lunch,"Cici's Pizza - Ham Pizza, 4 slice",Pizza,Unhealthy,576,80,13,20,972,0
3/26/2018,Dinner,"Onion Rings - Whataburger, 1.25 Cup",Burger,Unhealthy,500,46,31,6,988,6
3/26/2018,Dinner,"Luke's - Lobster Roll, 0.33 sandwich",Lobster Roll,Neutral,99,9,6,9,0,0
3/26/2018,Dinner,"Panera Bread - Lobster Bisque, 0.5 Cup (243g)",Lobster Bisque,Unhealthy,140,6,10,5,175,3
3/26/2018,Dinner,"Michigan Dining - Fried Clams, 0.17 Cup",Fried Clams,Unhealthy,147,13,9,4,271,0
3/26/2018,Dinner,"Kraft Specialty Sauces - Tartar Sauce, 2 tbsp",Tartar Sauce,Unhealthy,70,4,6,0,230,3
3/26/2018,Snacks,"Terra chips - Chips, 22.5 chips",Pita Chips,Neutral,225,24,14,2,75,5
3/26/2018,Snacks,"Oranges - Orange, 0.25 c",Oranges,Healthy,16,4,0,0,0,3
3/26/2018,Dessert,"Brewers oreo - Ice cream, 1 cup",Ice Cream,Unhealthy,260,0,0,0,0,0
3/27/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/27/2018,Breakfast,"Tillamook - Cheddar Cheese - Medium, 1 oz (28g)",Cheddar Cheese,Unhealthy,110,0,9,7,170,0
3/27/2018,Breakfast,"Generic - Salmon Locks, 1 oz",Fish,Healthy,55,0,3,12,280,0
3/27/2018,Lunch,"Luke's - Lobster Roll, 0.5 sandwich",Lobster Roll,Neutral,150,14,10,14,0,0
3/27/2018,Lunch,"Del Taco - Fish Taco, 1 taco",Tacos,Unhealthy,280,27,17,7,560,2
3/27/2018,Lunch,"Baked Lay's - Sour Cream and Onion, 2 oz. (28g/About 14 chips)",Potato Chips,Unhealthy,260,48,7,4,380,6
3/27/2018,Dinner,"Fitfoodmeals.com - Red Curry Beef, 1 container",Beef Curry,Neutral,665,97,14,11,0,0
3/27/2018,Dinner,"Homemade - Veggie Fried Rice, 1.5 Cup",Fried Rice,Unhealthy,450,75,23,15,831,1
3/27/2018,Dessert,"Outtakes - Chocolate Chip Cookies, 0.5 ea",Cookies,Unhealthy,85,12,4,1,60,8
3/27/2018,Snacks,"Cape Cod - Chips, 0.6 package (53.2 g)",Potato Chips,Unhealthy,156,20,7,2,138,1
3/27/2018,Snacks,"Oranges - Orange, 0.33 c",Oranges,Healthy,20,5,0,0,0,4
3/27/2018,Dessert,"Outtakes - Chocolate Chip Cookies, 1 ea",Cookies,Unhealthy,170,24,7,2,120,15
3/27/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/27/2018,Dessert,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/28/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/28/2018,Breakfast,"Generic - Salmon Locks, 1 oz",Fish,Healthy,55,0,3,12,280,0
3/28/2018,Breakfast,"Tillamook - Cheddar Cheese - Medium, 1 oz (28g)",Cheddar Cheese,Unhealthy,110,0,9,7,170,0
3/28/2018,Lunch,"Tortillas - Chips, 18 chips",Tortilla Chips,Unhealthy,280,38,14,4,0,0
3/28/2018,Lunch,"Chipotle - Pico, 3.5 oz",Salsa,Neutral,20,4,0,1,470,3
3/28/2018,Lunch,"Chipotle - Chicken Burrito Bowl, 1 Bowl",Burrito,Unhealthy,625,60,23,50,"1,425",5
3/28/2018,Dinner,"Carraba's - Manicotti, 2.5 Noodles",Manicotti,Unhealthy,709,60,34,54,"1,523",8
3/28/2018,Dinner,"Celentano - Ravioli, 8 ravioli",Ravioli,Unhealthy,460,72,12,18,500,4
3/28/2018,Dinner,"Aladdin - Garlic Bread, 2 Slice",Garlic Bread,Unhealthy,276,27,17,5,486,1
3/28/2018,Dessert,"Outtakes - Chocolate Chip Cookies, 1 ea",Cookies,Unhealthy,170,24,7,2,120,15
3/29/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/29/2018,Lunch,"Trader Joe's - Chicken-Less Mandarin Orange Morsels, 0.7 container (20 pieces ea.)",Orange Chicken,Unhealthy,448,55,15,22,798,24
3/29/2018,Lunch,"Cauliflower - Fried Rice, 0.93 cup",Cauliflower Rice,Healthy,76,10,2,6,608,1
3/29/2018,Lunch,"Goya - Cannellini Beans, 0.5 cup (122 g)",Cannellini Beans,Healthy,80,18,0,6,390,0
3/29/2018,Drinks,"Wine - Table, red, 2 glass (3.5 fl oz)",Red Wine,Unhealthy,148,4,0,0,10,0
3/29/2018,Dinner,"Priano - Pesto, 4 Tbsp",Pesto,Unhealthy,300,4,28,4,720,0
3/29/2018,Dinner,"Celentano - Ravioli, 9 ravioli",Ravioli,Unhealthy,518,81,14,20,563,5
3/29/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/29/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/30/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/30/2018,Lunch,"Trader Giotto's - Gnocchi Al Gorgonzola, 1.5 cup",Gnocchi,Unhealthy,460,50,22,14,880,8
3/30/2018,Lunch,"Goya - Cannellini Beans, 0.5 cup (122 g)",Cannellini Beans,Healthy,80,18,0,6,390,0
3/30/2018,Dinner,"Wegmans - Organic Ciabatta Roll, 1 Roll (78g)",Ciabatta Roll,Neutral,210,39,3,8,370,1
3/30/2018,Dinner,"Publix - Colby Jack Cheese, 1 slice",Colby Jack Cheese,Unhealthy,80,0,7,5,160,0
3/30/2018,Dinner,"Grilled chicken - Chicken, 4 oz",Chicken,Neutral,100,1,2,22,110,1
3/30/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
3/30/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
3/30/2018,Dessert,"Halo Ice Cream - Vanilla Bean, 32 gram",Ice Cream,Unhealthy,30,6,1,3,55,2
3/30/2018,Dessert,"Lucerine - Canned Whipped Cream, 4 Tbs",Whipped Cream,Unhealthy,40,2,4,0,0,2
3/30/2018,Dessert,"Blueberries, 0.5 cup",Blueberries,Healthy,43,11,0,1,1,8
3/31/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
3/31/2018,Breakfast,"Generic - Salmon Locks, 1 oz",Fish,Healthy,55,0,3,12,280,0
3/31/2018,Breakfast,"Publix - Colby Jack Cheese, 1 slice",Colby Jack Cheese,Unhealthy,80,0,7,5,160,0
3/31/2018,Lunch,"Grilled chicken - Chicken, 4 oz",Chicken,Neutral,100,1,2,22,110,1
3/31/2018,Lunch,"Publix - Colby Jack Cheese, 1 slice",Colby Jack Cheese,Unhealthy,80,0,7,5,160,0
3/31/2018,Lunch,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
3/31/2018,Dinner,"Superior - Red Chili Oil, 0.25 cup(s)",Oil,Unhealthy,520,0,56,0,0,0
3/31/2018,Dinner,"Yanshan - Liangfen jelly, 200 ml",Jelly Noodles,Neutral,76,17,0,0,0,0
3/31/2018,Dinner,"Zucchini - Cooked, 1 squash",Zucchini,Healthy,29,6,0,1,4,4
3/31/2018,Dinner,"Rice - White, glutinous, cooked, 2.5 cup",White Rice,Neutral,422,92,1,9,22,0
3/31/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/1/2018,Breakfast,"Banana - Banana, 1 medium banana (126 g)",Banana,Healthy,105,27,0,1,1,14
4/1/2018,Lunch,"Canteen - Southwest Vegetable Soup, 12 ounce",Vegatable Soup,Healthy,170,28,5,7,400,3
4/1/2018,Dinner,"Fish - Salmon, Wild, Baked, 10 oz",Fish,Healthy,482,0,28,56,124,0
4/1/2018,Dinner,"Spinach - Raw, 2 cup",Spinach,Healthy,14,2,0,2,47,0
4/1/2018,Snacks,"hummus - Hummus, 2 tbsp",Hummus,Healthy,70,4,5,2,130,1
4/1/2018,Snacks,"Crackers - Crackers, 16 crackers",Crackers,Neutral,260,14,10,8,400,4
4/2/2018,Breakfast,"Blueberries, 1 cup",Blueberries,Healthy,85,21,1,1,1,15
4/2/2018,Lunch,"Wegmans - Organic Ciabatta Roll, 1 Roll (78g)",Ciabatta Roll,Neutral,210,39,3,8,370,1
4/2/2018,Lunch,"Spinach - Raw, 0.33 cup",Spinach,Healthy,2,0,0,0,8,0
4/2/2018,Lunch,"Grilled chicken - Chicken, 4 oz",Chicken,Neutral,100,1,2,22,110,1
4/2/2018,Lunch,"Publix - Colby Jack Cheese, 1 slice",Colby Jack Cheese,Unhealthy,80,0,7,5,160,0
4/2/2018,Dinner,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/2/2018,Dinner,"Morrison - Brown Rice, 0.3 cup",Brown Rice,Healthy,74,15,1,2,24,0
4/2/2018,Dinner,"Black Beans, 0.25 cup",Black Beans,Healthy,55,10,1,4,5,1
4/2/2018,Dinner,"Goya - Cannellini Beans, 0.25 cup (122 g)",Cannellini Beans,Healthy,40,9,0,3,195,0
4/2/2018,Dinner,"Giorgio - Mushrooms, 3 oz",Mushrooms,Healthy,20,3,0,2,10,1
4/2/2018,Dinner,"Tofu - Tofu, 3 oz",Tofu,Healthy,60,1,7,10,0,0
4/2/2018,Dinner,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/2/2018,Dinner,"Guac - Guac, 1.5 pack",Guacamole,Healthy,150,8,14,2,0,0
4/2/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/2/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/2/2018,Dessert,"Starbucks - Brownie, 1.33 brownie",Brownie,Unhealthy,545,61,32,8,100,40
4/2/2018,Snacks,"Milk - Whole, 3.25% milkfat, 2 cup",Whole Milk,Neutral,293,22,16,16,195,26
4/2/2018,Snacks,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/3/2018,Breakfast,"Blueberries, 1 cup",Blueberries,Healthy,85,21,1,1,1,15
4/3/2018,Lunch,"Fish - Salmon, Wild, Baked, 10 oz",Fish,Healthy,482,0,28,56,124,0
4/3/2018,Lunch,"Spinach - Raw, 2 cup",Spinach,Healthy,14,2,0,2,47,0
4/3/2018,Dinner,"Generic - Tofu Veggie Stirfry, 2.5 serving 350g",Tofu,Healthy,625,51,33,27,25,18
4/3/2018,Drinks,"Boulevard - Unfiltered Wheat Beer, 12 oz",Beer,Unhealthy,135,17,0,0,0,0
4/3/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/3/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/3/2018,Dessert,"Starbucks - Brownie, 1.33 brownie",Brownie,Unhealthy,545,61,32,8,100,40
4/3/2018,Snacks,"Milk - Whole, 3.25% milkfat, 2 cup",Whole Milk,Neutral,293,22,16,16,195,26
4/4/2018,Breakfast,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/4/2018,Lunch,"Grilled chicken - Chicken, 4 oz",Chicken,Neutral,100,1,2,22,110,1
4/4/2018,Lunch,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/4/2018,Lunch,"Morrison - Brown Rice, 0.3 cup",Brown Rice,Healthy,74,15,1,2,24,0
4/4/2018,Lunch,"Goya - Cannellini Beans, 0.25 cup (122 g)",Cannellini Beans,Healthy,40,9,0,3,195,0
4/4/2018,Lunch,"Black Beans, 0.25 cup",Black Beans,Healthy,55,10,1,4,5,1
4/4/2018,Lunch,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/4/2018,Lunch,"Spinach - Raw, 1 cup",Spinach,Healthy,7,1,0,1,24,0
4/4/2018,Dinner,"Celentano - Ravioli, 9 ravioli",Ravioli,Unhealthy,518,81,14,20,563,5
4/4/2018,Dinner,"Homemade - Quick Tomato Sauce, 1.5 cup",Tomato Sauce,Neutral,180,18,7,6,131,12
4/4/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/4/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/4/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/4/2018,Dessert,"Halo Ice Cream - Vanilla Bean, 64 gram",Ice Cream,Unhealthy,60,11,2,6,110,4
4/4/2018,Snacks,"Silk - Vanilla Soy Milk, 1 cup",Silk Milk,Neutral,100,10,4,6,100,8
4/4/2018,Dessert,"Lucerine - Canned Whipped Cream, 4 Tbs",Whipped Cream,Unhealthy,40,2,4,0,0,2
4/4/2018,Snacks,"Popcorn - Air Popped Popcorn, 2 cup",Popcorn,Neutral,62,12,1,2,2,0
4/5/2018,Breakfast,"Generic - Salmon Locks, 1 oz",Fish,Healthy,55,0,3,12,280,0
4/5/2018,Breakfast,"Egg - Egg, 2 large",Eggs,Healthy,143,1,10,13,142,0
4/5/2018,Breakfast,"Publix - Colby Jack Cheese, 1 slice",Colby Jack Cheese,Unhealthy,80,0,7,5,160,0
4/5/2018,Lunch,"Morrison - Brown Rice, 0.3 cup",Brown Rice,Healthy,74,15,1,2,24,0
4/5/2018,Lunch,"Spinach - Raw, 1 cup",Spinach,Healthy,7,1,0,1,24,0
4/5/2018,Lunch,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/5/2018,Lunch,"Black Beans, 0.25 cup",Black Beans,Healthy,55,10,1,4,5,1
4/5/2018,Lunch,"Goya - Cannellini Beans, 0.25 cup (122 g)",Cannellini Beans,Healthy,40,9,0,3,195,0
4/5/2018,Dinner,"Celentano - Ravioli, 10 ravioli",Ravioli,Unhealthy,575,90,15,23,625,5
4/5/2018,Dinner,"Homemade - Quick Tomato Sauce, 1.5 cup",Tomato Sauce,Neutral,180,18,7,6,131,12
4/5/2018,Snacks,"paneer - Paneer, 56 g",Paneer,Unhealthy,200,0,16,12,20,0
4/5/2018,Dessert,"Berry protein smoothie - Smoothie, 2 cup",Smoothie,Healthy,612,72,6,72,0,0
4/5/2018,Snacks,"hummus - Hummus, 2 tbsp",Hummus,Healthy,70,4,5,2,130,1
4/5/2018,Snacks,"Crackers - Crackers, 12 crackers",Crackers,Neutral,195,11,8,6,300,3
4/6/2018,Breakfast,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/6/2018,Lunch,"Cooked Mussels - Mussels, 4 Medium Mussel",Mussels,Neutral,48,1,2,4,216,0
4/6/2018,Lunch,"Great Value - Fish Fillets, 2 f fillets",Fish,Healthy,240,19,12,9,750,1
4/6/2018,Lunch,"Member's Mark - Angus Roast Beef-2 Slices, 50 slices",Beef,Neutral,575,0,0,100,"2,325",0
4/6/2018,Lunch,"Sushi - Edamane, 5 oz",Edamame,Healthy,100,9,3,7,260,2
4/6/2018,Dinner,"Goya - Cannellini Beans, 0.25 cup (122 g)",Cannellini Beans,Healthy,40,9,0,3,195,0
4/6/2018,Dinner,"Morrison - Brown Rice, 0.3 cup",Brown Rice,Healthy,74,15,1,2,24,0
4/6/2018,Dinner,"Black Beans, 0.25 cup",Black Beans,Healthy,55,10,1,4,5,1
4/6/2018,Dinner,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/6/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/6/2018,Dessert,"Innofoods - Coconut Clusters, 60 g",Coconut Clusters,Neutral,320,22,26,6,120,14
4/6/2018,Snacks,"Barber Foods - Chicken Parmesan, 0.9 piece",Chicken Parmesan,Unhealthy,225,12,13,18,441,2
4/6/2018,Snacks,"Smoked Cheese - Smoked Cheddar Cheese, 2 oz or 28grams",Cheddar Cheese,Unhealthy,120,0,10,8,200,0
4/6/2018,Snacks,"Homemade - Quick Tomato Sauce, 0.5 cup",Tomato Sauce,Neutral,60,6,2,2,44,4
4/6/2018,Snacks,"Pure Protein - Whey Protein Vanilla, 1 scoop",Whey Protein,Neutral,150,8,3,25,100,2
4/6/2018,Snacks,"Milk - Whole, 3.25% milkfat, 1 cup",Whole Milk,Neutral,146,11,8,8,98,13
4/7/2018,Breakfast,"Cuties - Clementines, 168 g (Approx 2)",Oranges,Healthy,80,17,1,1,0,13
4/7/2018,Lunch,"Morrison - Brown Rice, 0.3 cup",Brown Rice,Healthy,74,15,1,2,24,0
4/7/2018,Lunch,"Rice - White, glutinous, cooked, 0.3 cup",White Rice,Neutral,51,11,0,1,3,0
4/7/2018,Lunch,"Black Beans, 0.25 cup",Black Beans,Healthy,55,10,1,4,5,1
